NAICS2_NAME,SALARY_FROM
Information,75000
Information,146000
Finance and Insurance,45760
Finance and Insurance,45760
Finance and Insurance,45760
Finance and Insurance,45760
Finance and Insurance,144400
Finance and Insurance,41600
Health Care and Social Assistance,39270
Finance and Insurance,105301
Finance and Insurance,105301
Finance and Insurance,105301
Finance and Insurance,41600
Health Care and Social Assistance,72886
Finance and Insurance,105301
Finance and Insurance,105301
Information,88500
Information,88500
Finance and Insurance,153500
Health Care and Social Assistance,62200
Information,88500
Health Care and Social Assistance,27300
Finance and Insurance,153500
Finance and Insurance,91100
Information,55500
Finance and Insurance,91100
Finance and Insurance,38480
Finance and Insurance,79800
Information,172000
Finance and Insurance,200000
Information,62400
Information,62400
Finance and Insurance,77436
Information,66700
Information,120100
Information,82227
Information,97400
Health Care and Social Assistance,89565
Information,143557
Health Care and Social Assistance,89565
Information,138500
Information,234100
Finance and Insurance,110400
Information,234100
Finance and Insurance,94990
Information,107682
Finance and Insurance,60500
Finance and Insurance,125800
Information,69992
Finance and Insurance,87006
Finance and Insurance,62000
Health Care and Social Assistance,135200
Finance and Insurance,91100
Finance and Insurance,110565
Finance and Insurance,147618
Finance and Insurance,20800
Information,110000
Information,136038
Health Care and Social Assistance,60000
Health Care and Social Assistance,110000
Information,77800
Health Care and Social Assistance,128390
Information,48000
Health Care and Social Assistance,49920
Finance and Insurance,54373
Finance and Insurance,33758
Health Care and Social Assistance,86985
Finance and Insurance,65792
Finance and Insurance,65792
Health Care and Social Assistance,56160
Finance and Insurance,68598
Information,66900
Finance and Insurance,102340
Finance and Insurance,60500
Finance and Insurance,54000
Finance and Insurance,43680
Health Care and Social Assistance,89565
Information,147000
Information,158200
Finance and Insurance,63560
Finance and Insurance,81750
Information,147000
Finance and Insurance,159000
Health Care and Social Assistance,59640
Health Care and Social Assistance,71760
Information,214464
Finance and Insurance,45760
Information,63003
Health Care and Social Assistance,100000
Finance and Insurance,85000
Finance and Insurance,149600
Health Care and Social Assistance,72966
Finance and Insurance,98960
Finance and Insurance,160000
Health Care and Social Assistance,89565
Health Care and Social Assistance,89565
Health Care and Social Assistance,89565
Health Care and Social Assistance,89565
Information,143557
Information,66700
Information,136038
Information,63003
Finance and Insurance,95000
Finance and Insurance,67000
Health Care and Social Assistance,65166
Finance and Insurance,58240
Finance and Insurance,87000
Information,65000
Finance and Insurance,91260
Finance and Insurance,91100
Finance and Insurance,70200
Finance and Insurance,52000
Information,60675
Information,126000
Information,83000
Information,112600
Finance and Insurance,164000
Finance and Insurance,176720
Information,117000
Finance and Insurance,88000
Information,146436
Information,111480
Health Care and Social Assistance,75296
Information,117000
Information,117000
Information,62400
Information,106100
Information,81600
Health Care and Social Assistance,28850
Information,180835
Information,180835
Finance and Insurance,139500
Information,180835
Health Care and Social Assistance,31366
Health Care and Social Assistance,70866
Information,71200
Finance and Insurance,170000
Finance and Insurance,135700
Information,86900
Health Care and Social Assistance,54614
Finance and Insurance,107432
Finance and Insurance,91100
Finance and Insurance,91100
Finance and Insurance,81770
Health Care and Social Assistance,176900
Finance and Insurance,91100
Finance and Insurance,81770
Finance and Insurance,87135
Finance and Insurance,86600
Finance and Insurance,150675
Finance and Insurance,86600
Finance and Insurance,86600
Finance and Insurance,139500
Information,102700
Finance and Insurance,86600
Finance and Insurance,107910
Finance and Insurance,86600
Finance and Insurance,86600
Finance and Insurance,86600
Finance and Insurance,101231
Finance and Insurance,69000
Finance and Insurance,274800
Information,110000
Finance and Insurance,129455
Finance and Insurance,112400
Finance and Insurance,116280
Health Care and Social Assistance,65000
Finance and Insurance,100000
Finance and Insurance,104000
Information,78998
Finance and Insurance,70200
Finance and Insurance,100800
Information,86900
Finance and Insurance,84000
Finance and Insurance,84000
Finance and Insurance,84000
Finance and Insurance,85000
Information,26040
Information,183200
Finance and Insurance,105600
Finance and Insurance,105600
Finance and Insurance,121770
Finance and Insurance,121770
Finance and Insurance,121770
Finance and Insurance,121770
Finance and Insurance,77200
Finance and Insurance,175000
Finance and Insurance,50000
Information,56392
Information,77800
Finance and Insurance,120000
Information,86000
Information,250553
Finance and Insurance,61600
Health Care and Social Assistance,98343
Finance and Insurance,44937
Finance and Insurance,44937
Finance and Insurance,67000
Information,111900
Finance and Insurance,70000
Finance and Insurance,96326
Health Care and Social Assistance,93205
Finance and Insurance,90100
Information,106000
Information,106000
Finance and Insurance,128100
Information,106000
Finance and Insurance,96471
Information,208000
Information,106000
Finance and Insurance,85000
Information,136038
Finance and Insurance,87600
Finance and Insurance,87360
Finance and Insurance,87360
Health Care and Social Assistance,65000
Health Care and Social Assistance,67400
Information,100000
Finance and Insurance,71500
Health Care and Social Assistance,116542
Finance and Insurance,45760
Finance and Insurance,63800
Finance and Insurance,45760
Finance and Insurance,68200
Finance and Insurance,45760
Information,124000
Information,80000
Finance and Insurance,67000
Finance and Insurance,67000
Finance and Insurance,84000
Health Care and Social Assistance,70000
Finance and Insurance,67000
Finance and Insurance,67000
Finance and Insurance,96750
Information,66700
Finance and Insurance,91100
Finance and Insurance,90000
Finance and Insurance,170000
Finance and Insurance,91100
Finance and Insurance,70000
Finance and Insurance,109130
Finance and Insurance,95200
Finance and Insurance,84700
Health Care and Social Assistance,62504
Health Care and Social Assistance,69326
Finance and Insurance,87280
Finance and Insurance,109130
Finance and Insurance,116229
Information,79000
Health Care and Social Assistance,119995
Information,88500
Finance and Insurance,132300
Information,88500
Information,82227
Finance and Insurance,113840
Finance and Insurance,99000
Health Care and Social Assistance,169400
Finance and Insurance,58240
Health Care and Social Assistance,139500
Health Care and Social Assistance,90459
Finance and Insurance,45760
Information,157200
Health Care and Social Assistance,90459
Finance and Insurance,58240
Information,83400
Health Care and Social Assistance,90459
Health Care and Social Assistance,90459
Finance and Insurance,87027
Finance and Insurance,113840
Health Care and Social Assistance,83200
Health Care and Social Assistance,98900
Finance and Insurance,74000
Information,87166
Finance and Insurance,74000
Finance and Insurance,99160
Information,87166
Health Care and Social Assistance,94764
Health Care and Social Assistance,27300
Finance and Insurance,38002
Finance and Insurance,127234
Finance and Insurance,145180
Finance and Insurance,122304
Finance and Insurance,75000
Finance and Insurance,70080
Finance and Insurance,99000
Information,124800
Finance and Insurance,141440
Finance and Insurance,142320
Finance and Insurance,128730
Finance and Insurance,52500
Health Care and Social Assistance,139131
Information,235745
Health Care and Social Assistance,71760
Information,183695
Information,183695
Finance and Insurance,31200
Information,183695
Finance and Insurance,31200
Information,183695
Finance and Insurance,31200
Information,183695
Finance and Insurance,31200
Health Care and Social Assistance,104894
Information,93496
Information,183695
Health Care and Social Assistance,62200
Information,120100
Health Care and Social Assistance,60300
Finance and Insurance,55000
Health Care and Social Assistance,82168
Finance and Insurance,77100
Finance and Insurance,43680
Finance and Insurance,100000
Information,116900
Information,18720
Finance and Insurance,109120
Finance and Insurance,60000
Health Care and Social Assistance,37440
Finance and Insurance,79120
Information,142000
Finance and Insurance,92000
Information,218888
Information,218888
Information,120000
Information,112000
Health Care and Social Assistance,62504
Finance and Insurance,80000
Finance and Insurance,81750
Finance and Insurance,70200
Finance and Insurance,148000
Health Care and Social Assistance,89565
Information,66700
Health Care and Social Assistance,89565
