NAICS2_NAME,SKILL,skill_count
Information,"\"Apache Zeppelin\"",2
Finance and Insurance,"\"User Assistance\"",1
Finance and Insurance,"\"AnyLogic\"",1
Finance and Insurance,"\"Information Integration\"",2
Finance and Insurance,"[
  \"SharePoint Administration\"",2
Health Care and Social Assistance,"\"Anomaly Detection\"",1
Finance and Insurance,"\"Productivity Software\"",2
Finance and Insurance,"\"Finance\"
]",2
Information,"[
  \"Sales Prospecting\"",1
Information,"\"GIAC Security Essentials Certification (GSEC)\"",1
Health Care and Social Assistance,"\"Data Privacy Laws\"",4
Health Care and Social Assistance,"\"Radiation Oncology\"",3
Health Care and Social Assistance,"\"Quantification\"",2
Information,"\"Statistics\"
]",1
Finance and Insurance,"\"PostgreSQL\"
]",1
Health Care and Social Assistance,"\"Enhanced Oil Recovery (EOR)\"",1
Health Care and Social Assistance,"\"Workflow Management\"
]",1
Finance and Insurance,"\"Business Strategies\"",754
Information,"\"Wholesaling\"",56
Finance and Insurance,"\"Visualization\"",19
Finance and Insurance,"\"Development Testing\"",62
Information,"\"Warehousing\"",54
Information,"\"Loans\"",16
Information,"\"Collaborative Software\"",150
Health Care and Social Assistance,"\"Financial Data\"",44
Health Care and Social Assistance,"\"Firewall\"",4
Information,"\"Budgeting\"",94
Finance and Insurance,"\"Lifting Ability\"",33
Information,"\"Willingness To Learn\"",132
Health Care and Social Assistance,"\"Clinical Laboratory Science\"",8
Health Care and Social Assistance,"\"Business Software\"",27
Finance and Insurance,"\"Docker (Software)\"",51
Finance and Insurance,"\"Data Entry\"
]",20
Finance and Insurance,"\"Consolidated Financial Statement\"",1
Health Care and Social Assistance,"[
  \"Inventory Staging\"",12
Finance and Insurance,"\"Business Credit Reports\"",8
Information,"\"Medallia\"",10
Finance and Insurance,"\"Udeploy\"",3
Information,"\"Linux Servers\"",4
Information,"\"Anomaly Detection\"",15
Health Care and Social Assistance,"[
  \"Crystal Reports (Reporting Software)\"",6
Health Care and Social Assistance,"\"Security Requirements Analysis\"",9
Information,"\"Programming Tools\"",6
Health Care and Social Assistance,"\"Value-Based Care\"",17
Information,"\"Sprinklr\"
]",1
Information,"\"Production Planning\"",13
Health Care and Social Assistance,"\"AWS Certified Cloud Practitioner\"",4
Finance and Insurance,"[
  \"Negotiation\"",14
Information,"\"Data Literacy\"",8
Finance and Insurance,"\"Visual Analytics\"",6
Information,"\"Activity Diagram\"
]",1
Finance and Insurance,"\"Presentation Layer\"",1
Health Care and Social Assistance,"\"Extract Transform Load (ETL)\"
]",10
Health Care and Social Assistance,"\"Databricks\"",65
Information,"\"Design Reviews\"",2
Information,"\"Business Process Management\"",4
Finance and Insurance,"\"Concision\"",10
Information,"\"Content Management Systems\"",12
Information,"\"Auditor's Report\"",1
Health Care and Social Assistance,"\"Microsoft 365\"",10
Health Care and Social Assistance,"[
  \"Infrastructure Architecture\"",1
Finance and Insurance,"\"Internal Documentation\"
]",2
Finance and Insurance,"\"Maintenance Scheduling\"",6
Information,"\"General Mathematics\"",1
Finance and Insurance,"\"Sampling Design\"",1
Information,"\"Escalation Management\"",2
Health Care and Social Assistance,"\"Application Portfolio Management\"",1
Information,"\"Integrated Development Environments\"",2
Information,"\"Content Repository API For Java\"",1
Finance and Insurance,"\"Tax Credits\"",1
Finance and Insurance,"\"Family And Medical Leave Act Of 1993\"",2
Health Care and Social Assistance,"\"Active Server Pages (ASP)\"",2
Health Care and Social Assistance,"\"General Mathematics\"
]",1
Information,"[
  \"Business Process Management\"",1
Information,"\"Order Processing\"",3
Finance and Insurance,"\"Cyber Security Management\"",1
Information,"\"Controlled Experiments\"",1
Information,"\"Hallucinations\"",2
Health Care and Social Assistance,"\"Fund Development\"",1
Information,"\"ServiceNow Certified Master Architect (CMA)\"",3
Information,"\"Mailgun\"",2
Information,"\"Nodes (Networking)\"",3
Information,"\"Certified Health Data Analyst (CHDA)\"",1
Finance and Insurance,"[
  \"Secret Clearance\"",2
Health Care and Social Assistance,"\"Motor Vehicle Operation\"",2
Health Care and Social Assistance,"\"Technology Integration\"",1
Information,"\"Community Marketing\"",1
Health Care and Social Assistance,"[
  \"Revenue Cycle Management\"",1
Health Care and Social Assistance,"\"Server Message Block\"",1
Finance and Insurance,"\"Product Roadmaps\"",70
Finance and Insurance,"\"Data Modeling\"",1012
Finance and Insurance,"\"Process Mapping\"
]",47
Information,"\"Configuration Management Databases\"",7
Finance and Insurance,"\"Investments\"",360
Information,"\"Accounting\"",221
Finance and Insurance,"\"Sales Prospecting\"",140
Health Care and Social Assistance,"\"Web Portals\"",1
Information,"\"Technical Sales\"",111
Health Care and Social Assistance,"\"Business Administration\"",143
Finance and Insurance,"\"SAP Governance Risk And Compliance Analytics Software\"",8
Finance and Insurance,"\"Access Controls\"",88
Finance and Insurance,"\"Database Queries\"",25
Information,"\"Oracle GoldenGate\"",3
Information,"\"SQL Server Reporting Services\"",66
Health Care and Social Assistance,"\"Good Manufacturing Practices\"",3
Health Care and Social Assistance,"\"Medical Devices\"",12
Finance and Insurance,"\"Ab Initio (Software)\"",11
Finance and Insurance,"\"Mortgage-Backed Securities\"",10
Health Care and Social Assistance,"\"Effective Communication\"",56
Information,"\"Newsletters\"",11
Finance and Insurance,"[
  \"Financial Industry Regulatory Authorities\"",34
Health Care and Social Assistance,"\"Supply Chain Management\"",31
Health Care and Social Assistance,"\"Genome-Wide Association Study\"",3
Finance and Insurance,"\"Healthcare Common Procedure Coding Systems\"",18
Finance and Insurance,"\"Technical Assistance\"",5
Information,"\"Requirements Traceability\"",5
Information,"\"Resource Planning\"",7
Health Care and Social Assistance,"\"Autism Spectrum Disorders\"",15
Health Care and Social Assistance,"\"Distributed Computing\"",9
Information,"\"Inventory Forecasting\"",1
Finance and Insurance,"\"Penetration Testing\"",3
Health Care and Social Assistance,"\"Microsoft Teams\"",14
Health Care and Social Assistance,"\"Unit Testing\"",13
Health Care and Social Assistance,"\"Change Advisory\"",4
Health Care and Social Assistance,"\"Process Design\"",15
Finance and Insurance,"\"Computer Clusters\"",2
Finance and Insurance,"\"Direct Investments\"",1
Finance and Insurance,"\"Database Programming\"",6
Finance and Insurance,"\"Business Proposals\"",1
Health Care and Social Assistance,"\"Marketing Strategies\"",1
Information,"\"Restructuring (Business)\"",1
Information,"\"Business Process Reengineering\"",11
Information,"\"Energy Management\"",2
Finance and Insurance,"\"Structured Analysis\"
]",5
Information,"\"Online Transaction Processing\"",11
Finance and Insurance,"\"Product Improvement\"",9
Information,"\"Family And Medical Leave Act Of 1993\"",1
Health Care and Social Assistance,"\"Nursing Informatics\"",2
Finance and Insurance,"\"Vendor-Managed Inventory\"",1
Information,"\"Nearshoring\"",2
Health Care and Social Assistance,"[
  \"Epic EMR\"",1
Finance and Insurance,"\"Accounting Management\"",1
Finance and Insurance,"\"Health Assessment\"",1
Finance and Insurance,"[
  \"User Interface (UI)\"",1
Finance and Insurance,"\"Certified Investments And Derivatives Auditor\"",2
Finance and Insurance,"\"Oracle Development\"",3
Information,"\"Amazon DynamoDB\"",4
Health Care and Social Assistance,"\"HR Scorecard\"",1
Finance and Insurance,"\"Database Management\"
]",2
Health Care and Social Assistance,"\"Spatial Abilities\"",1
Finance and Insurance,"\"ITIL Foundation Certification\"",1
Information,"[
  \"Product Design\"",2
Finance and Insurance,"[
  \"Tactfulness\"",1
Health Care and Social Assistance,"\"IAT Level II Certification\"",2
Finance and Insurance,"\"Product Security\"",1
Health Care and Social Assistance,"[
  \"Scrum (Software Development)\"",1
Health Care and Social Assistance,"\"Certified Fraud Examiner\"",3
Health Care and Social Assistance,"\"Learning Support\"",1
Finance and Insurance,"\"Microsoft SQL Servers\"
]",1
Health Care and Social Assistance,"\"Real Estate Finance\"",1
Finance and Insurance,"\"Circular Economy\"",1
Health Care and Social Assistance,"\"Executive Information Systems\"",1
Information,"\"Financial Strategy\"",1
Health Care and Social Assistance,"\"Utility Software\"",1
Health Care and Social Assistance,"\"Consultative Selling\"",1
Information,"\"Risk Analytics\"",1
Finance and Insurance,"\"Object-Oriented JavaScript\"",1
Finance and Insurance,"\"CI/CD\"",184
Finance and Insurance,"\"SAP Human Resource Management Software\"
]",1
Health Care and Social Assistance,"\"Problem Solving\"",665
Finance and Insurance,"[
  \"Project Portfolio Management\"",48
Information,"\"People Analytics\"",21
Health Care and Social Assistance,"\"Customer Centricity\"",1
Health Care and Social Assistance,"\"Educational Materials\"",2
Finance and Insurance,"\"Willingness To Learn\"
]",56
Finance and Insurance,"\"Product Demonstration\"",12
Information,"\"Middleware\"",50
Information,"[
  \"Information Technology\"",66
Health Care and Social Assistance,"\"Job Evaluation\"",33
Health Care and Social Assistance,"\"Written Composition\"",2
Information,"\"Sarbanes-Oxley Act (SOX) Compliance\"",17
Finance and Insurance,"\"Business Relationship Management\"",15
Finance and Insurance,"[
  \"Planning\"",13
Health Care and Social Assistance,"\"External Affairs\"",2
Information,"\"Parsing\"",20
Finance and Insurance,"\"Bachelor Of Science In Business Administration\"",1
Health Care and Social Assistance,"\"Perl (Programming Language)\"",10
Finance and Insurance,"\"Authentications\"",48
Finance and Insurance,"\"Qlik Sense (Data Analytics Software)\"",39
Information,"\"System Lifecycle\"",5
Information,"\"Applied Science\"",8
Health Care and Social Assistance,"\"Administrative Law\"",5
Health Care and Social Assistance,"\"Team Leadership\"
]",6
Finance and Insurance,"\"Financial Accounting Standards Board (FASB) Certified\"",2
Finance and Insurance,"\"Industrial And Organizational Psychology\"",6
Health Care and Social Assistance,"[
  \"NoSQL\"",2
Finance and Insurance,"\"Performance Driving Techniques\"",1
Finance and Insurance,"[
  \"Valuation Models\"",1
Health Care and Social Assistance,"\"Cloud Computing Architecture\"",10
Health Care and Social Assistance,"\"Financial Risk\"",3
Finance and Insurance,"\"Security Patterns\"",8
Health Care and Social Assistance,"\"Publicly Funded Health Care\"",2
Health Care and Social Assistance,"\"Data Sharing\"
]",5
Health Care and Social Assistance,"\"Research Reports\"",3
Health Care and Social Assistance,"[
  \"SAP S/4HANA\"",3
Health Care and Social Assistance,"\"SAP SuccessFactors\"",5
Finance and Insurance,"\"Labeling Documents (Pharmaceutical)\"",1
Finance and Insurance,"\"Universal Description Discovery And Integration\"",5
Information,"[
  \"Indirect Tax\"",1
Health Care and Social Assistance,"\"Learning Management Systems\"",3
Finance and Insurance,"\"Validation Controls\"",2
Finance and Insurance,"\"Vehicle Remarketing\"",2
Information,"\"Artifactory\"",1
Health Care and Social Assistance,"\"Luigi (Python Package)\"",1
Finance and Insurance,"[
  \"Data Wrangling\"",2
Health Care and Social Assistance,"\"Java Platform Enterprise Edition (J2EE)\"",1
Health Care and Social Assistance,"\"Spring Framework\"",1
Information,"\"Statistical Modeling\"
]",1
Finance and Insurance,"[
  \"Team Building\"
]",1
Health Care and Social Assistance,"\"Medical Laboratory Scientist (MLS-ASCP)\"",1
Information,"\"Rational Rose XDE\"",1
Information,"\"Google Tools\"",1
Information,"\"Apache Tomcat\"",2
Information,"\"Corporate Social Responsibility\"
]",1
Health Care and Social Assistance,"\"Industrial And Organizational Psychology\"",1
Health Care and Social Assistance,"\"Calendaring Software\"",1
Finance and Insurance,"\"Applied Business Technologies\"",1
Finance and Insurance,"\"Employee Retention\"",2
Health Care and Social Assistance,"\"OAuth\"",3
Health Care and Social Assistance,"\"Endocrinology\"
]",1
Information,"[
  \"Unified Modeling Language\"",3
Finance and Insurance,"\"Talent Acquisition\"",2
Finance and Insurance,"[
  \"Instructional Design\"",1
Information,"\"MATLAB\"
]",1
Information,"\"Microsoft SQL Servers\"",198
Finance and Insurance,"\"RESTful API\"",101
Information,"\"Pattern Recognition\"",8
Finance and Insurance,"\"Third Normal Form\"",57
Finance and Insurance,"\"Innovation\"
]",45
Information,"\"Investments\"",27
Information,"\"Willingness To Learn\"
]",10
Health Care and Social Assistance,"\"MySQL\"",17
Health Care and Social Assistance,"\"Data Visualization\"
]",64
Health Care and Social Assistance,"\"Health Administration\"",94
Finance and Insurance,"\"Parallel Processing\"",5
Information,"\"Generally Accepted Accounting Principles\"",13
Finance and Insurance,"\"Milestones (Project Management)\"",51
Information,"\"Mule (Software)\"",2
Information,"\"Data Conversion\"
]",1
Information,"\"Employee Stock Purchase Planning\"",12
Finance and Insurance,"\"Remittance\"",13
Health Care and Social Assistance,"\"Risk Analysis\"",23
Finance and Insurance,"\"Accounting Information Systems\"",6
Information,"\"Statistical Methods\"",34
Finance and Insurance,"[
  \"Office Equipment\"",38
Health Care and Social Assistance,"\"DevOps\"
]",1
Health Care and Social Assistance,"\"Medicare Regulations\"",4
Health Care and Social Assistance,"\"Operational Analysis\"",6
Finance and Insurance,"\"Secondary Source Information\"",10
Health Care and Social Assistance,"\"Labor Law\"
]",2
Finance and Insurance,"\"Master Data Management\"",16
Information,"\"Design Documentation\"",10
Information,"\"API Testing\"",2
Information,"\"Salesforce Lightning\"",13
Finance and Insurance,"[
  \"Vulnerability Management\"",2
Health Care and Social Assistance,"\"Web Navigation\"",2
Health Care and Social Assistance,"\"Bone Marrow Transplant\"",3
Finance and Insurance,"\"Business Information System\"",10
Finance and Insurance,"\"Supplier Relationship Management\"",4
Finance and Insurance,"\"Change Data Capture (CDC)\"",15
Health Care and Social Assistance,"\"Adjudication\"",4
Information,"\"Requirements Engineering\"",1
Health Care and Social Assistance,"\"Bariatrics\"",2
Health Care and Social Assistance,"\"Senior Living\"",2
Information,"[
  \"Decision Tree Learning\"",4
Information,"[
  \"Financial Analysis\"",2
Health Care and Social Assistance,"\"Process Integration\"",4
Health Care and Social Assistance,"\"Sentiment Analysis\"",2
Finance and Insurance,"\"Guidewire Core\"
]",1
Health Care and Social Assistance,"\"Skin Care\"",2
Information,"\"Relationship Management\"
]",1
Health Care and Social Assistance,"[
  \"Raiser's Edge NXT\"",1
Information,"\"Model Risk Management\"",1
